2. maailmansota,II maailmansota,toinen maailmansota        Vapaa Ranska
juridiikka,laki        elvyttää
juridiikka,laki        enemmistön mielipide<unconfirmed/>
juridiikka,laki        ennakkotapaus<approximate/>
juridiikka,laki        ensimmäinen lisäys
juridiikka,laki        epäilty,syytetty,vastaaja
juridiikka,laki        epäpätevä,oikeustoimikelvoton,vajaavaltainen
juridiikka,laki        erikoislaki,poikkeuslaki
juridiikka,laki        erikoisvalamiehistö<unconfirmed/>
juridiikka,laki        erioikeus
juridiikka,laki        erioikeuskirja,valtakirja
juridiikka,laki        erityinen puolustuspuhe<unconfirmed/>
juridiikka,laki        erityistuomio<unconfirmed/>
juridiikka,laki        eriävä mielipide
juridiikka,laki        eriävä mielipide
juridiikka,laki        ero,laillinen ero
juridiikka,laki        esineoikeuteen perustuva tuomio
juridiikka,laki        esittäminen
juridiikka,laki        esi-isiltä peritty,lähetettävissä oleva,patrimoniaalinen,perinnöllinen,perintö-,peritty,periytyvä,siirrettävissä oleva
juridiikka,laki        esteetön poissaolo oikeudesta
juridiikka,laki        etsintälupa,kotietsintälupa<narrower/>
juridiikka,laki        evidenssi,näyttö,osoitus,todiste,todistusaineisto
juridiikka,laki        haaste
juridiikka,laki        haaste
juridiikka,laki        haaste
juridiikka,laki        haaste,oikeuden määräys
juridiikka,laki        haaste,subpoena ad testificandum,todistajan haaste
juridiikka,laki        habeas corpus
juridiikka,laki        habeas corpus,habeas corpus -laki
juridiikka,laki        hallinnollinen kuuleminen
juridiikka,laki        hallinnollinen lainkäyttö,hallinto-oikeus,hallintolaki
juridiikka,laki        hallintatodistus
juridiikka,laki        hallintoasiakirja<unconfirmed/>
juridiikka,laki        halventaminen,oikeuden halventaminen
juridiikka,laki        harjoitusoikeudenkäynti
juridiikka,laki        harjoitusoikeus
juridiikka,laki        henkilökohtainen tuomio,in personam -tuomio,in personam -tuomio<approximate/>
juridiikka,laki        hoitotestamentti
juridiikka,laki        holhooja,uskottu mies
juridiikka,laki        huolimattomuus,törkeä huolimattomuus
juridiikka,laki        huoltajuusasia
juridiikka,laki        huoltajuusriita
juridiikka,laki        huumeidenvastainen laki
juridiikka,laki        huumesota
juridiikka,laki        hygieniavaatimukset<unconfirmed/>
juridiikka,laki        hylkäys,hylkäyspäätös
juridiikka,laki        hyvitys
juridiikka,laki        hyvityssakko,lain mukainen vahingonkorvaus,tavanomainen vahingonkorvaus,vahingonkorvaus
juridiikka,laki        hyväksyminen
juridiikka,laki        häiriö
juridiikka,laki        häiriöiden lieventäminen,häiriön lieventäminen
juridiikka,laki        häätö
juridiikka,laki        häätö
juridiikka,laki        häätö kostoksi
juridiikka,laki        häätö,karkotus<broader/>
juridiikka,laki        ihmisoikeus
juridiikka,laki        ihmisryöstö,kidnappaus,ryöstö,sieppaus
juridiikka,laki        ilmaisun vapaus,puhevapaus,sananvapaus
juridiikka,laki        ilmoitus,syytös<unconfirmed/>
juridiikka,laki        internointi,takavarikko,takavarikoiminen,takavarikointi
juridiikka,laki        isyyskanne
juridiikka,laki        ius sanguinis,syntyperäperiaate
juridiikka,laki        ius soli,syntymämaaperiaate
juridiikka,laki        jarrupuhe,jarrutus,jarrutuskeskustelu,jarrutuspuhe
juridiikka,laki        johdannainen,johdannaisinstrumentti
juridiikka,laki        johtajan ja sijoittajan välinen luottamussuhde<unconfirmed/>,sijoittajasuhteet<narrower/>
juridiikka,laki        joutuminen syytetyksi kahdesti samasta rikoksesta
juridiikka,laki        juhlallinen vakuutus
juridiikka,laki        julkaisija
juridiikka,laki        julkinen herjaus
juridiikka,laki        julkinen notaari,notaari
juridiikka,laki        julkisoikeus
juridiikka,laki        juridiikka
juridiikka,laki        juridinen osasto<broader/>
juridiikka,laki        juridinen päätös,tuomio
juridiikka,laki        juridinen tarkastelu<unconfirmed/>
juridiikka,laki        juristi,lakiasiantuntija,lakimies
juridiikka,laki        juttuluettelo,tuomioluettelo
juridiikka,laki        jäljelle jäävä<unconfirmed/>
juridiikka,laki        jäljennös,kopio
juridiikka,laki        järjestäytyneen rikollisuuden vastainen laki,järjestäytyneitä rikollisryhmiä koskeva laki
juridiikka,laki        jättäjä
juridiikka,laki        jättää,kirjata
juridiikka,laki        jättää,luovuttaa
juridiikka,laki        jäämistö,legaatti,perintö,testamentti
juridiikka,laki        jäävätä
juridiikka,laki        jäävätä,jäävätä itsensä
juridiikka,laki        jäävätä,moittia
juridiikka,laki        jääväys,jäävääminen
juridiikka,laki        jäävääminen
juridiikka,laki        kahdeksastoista lisäys,kieltolaki<approximate/>
juridiikka,laki        kansainvälinen oikeus
juridiikka,laki        kansalaisoikeuksien antaminen
juridiikka,laki        kansalaisoikeuksien menettäminen
juridiikka,laki        kansalaisoikeus
juridiikka,laki        kansalaisuus
juridiikka,laki        kansalaisvapaus
juridiikka,laki        kansankiihotus
juridiikka,laki        kantajan vastaus,kvintupliikki
juridiikka,laki        kantajan vastaus,tripliikki
juridiikka,laki        kanteen hylkääminen,kanteesta luopuminen
juridiikka,laki        kanteen peruste
juridiikka,laki        kantelu-,muutoksenhaku-,valitus-,veto-
juridiikka,laki        karkottaminen
juridiikka,laki        kartellienvastainen juttu
juridiikka,laki        kauppakirja
juridiikka,laki        kauppaoikeus
juridiikka,laki        kauppapaperi
juridiikka,laki        kauppasopimus
juridiikka,laki        kelpaamattomaksi julistaminen,menetetyksi julistaminen
juridiikka,laki        kielto
juridiikka,laki        kieltolaki
juridiikka,laki        kieltomääräys
juridiikka,laki        kieltotuomio
juridiikka,laki        kielto,kieltomääräys,kieltotuomio
juridiikka,laki        kieltäminen,kiistäminen,puolustus,vastaväite
juridiikka,laki        kiinnitysasiakirja
juridiikka,laki        kiistanalainen
juridiikka,laki        kilpailunrajoitussopimus<approximate/>
juridiikka,laki        kirjallinen suostumus
juridiikka,laki        kirjelmä,oikeudenkäyntikirjelmä
juridiikka,laki        kohtu
juridiikka,laki        kokoontumisvapaus
juridiikka,laki        kompromissipäätös<approximate/>
juridiikka,laki        kompromissituomio<unconfirmed/>
juridiikka,laki        kongressin halventaminen
juridiikka,laki        konkurssihallinto
juridiikka,laki        konkurssi,vararikko
juridiikka,laki        konsensuaalinen,yhteisymmärrykseen perustuva
juridiikka,laki        konservatiivinen juutalaisuus
juridiikka,laki        korkein oikeus
juridiikka,laki        korvattava
juridiikka,laki        korvaus
juridiikka,laki        korvaus,vahingonkorvaus
juridiikka,laki        kruununjuristi,oikeuskansleri<approximate/>
juridiikka,laki        kumoaminen
juridiikka,laki        kumoaminen,mitätöinti,peruuttaminen,pätemättömäksi tekeminen
juridiikka,laki        kumoaminen,peruutus
juridiikka,laki        kunnianloukkaus
juridiikka,laki        kuolemaan päättyvä omistusoikeus
juridiikka,laki        kuolemantuomio
juridiikka,laki        kuulla uudelleen
juridiikka,laki        käräjä-<approximate/>
juridiikka,laki        käräjöinti,oikeudenkäynti
juridiikka,laki        käyttö- ja tuotto-oikeus,käyttöoikeus,nautintaoikeus
juridiikka,laki        köyhäinhoitolaki
juridiikka,laki        lahjoitus<unconfirmed/>,luovutus<unconfirmed/>,luovutustoimi<unconfirmed/>
juridiikka,laki        laillinen edustaja
juridiikka,laki        laillistaminen
juridiikka,laki        laillistaminen,laillistus,legalisointi,legitimaatio
juridiikka,laki        laillistus,legitimaatio
juridiikka,laki        lainaus
juridiikka,laki        lainlaatija,lainsäätäjä
juridiikka,laki        lainsäädäntä
juridiikka,laki        lainsäädäntö
juridiikka,laki        lainsäädäntö,säädännäisoikeus
juridiikka,laki        lainsäätäjä
juridiikka,laki        lainvoimainen tuomio,lopullinen päätös
juridiikka,laki        lain harjoittaminen
juridiikka,laki        lain täytäntöönpano
juridiikka,laki        lain varjolla<idiomatic_pos/>
juridiikka,laki        laiton vangitseminen,vapaudenriisto
juridiikka,laki        laivakirja,laivan paperit
juridiikka,laki        lakialoite,lakiehdotus,lakiesitys
juridiikka,laki        lakiesitys<broader/>
juridiikka,laki        lakikokoelma
juridiikka,laki        laki,sääntö
juridiikka,laki        langettaa tuomio,tuomita
juridiikka,laki        lastiluettelo,luettelo,rahtiluettelo
juridiikka,laki        lausunto
juridiikka,laki        lausunto,päätös,ratkaisu,tuomioperusteet
juridiikka,laki        lehdistönvapaus,painovapaus
juridiikka,laki        lieventävä asianhaara
juridiikka,laki        lieventää
juridiikka,laki        liittovaltion vetoomustuomioistuin
juridiikka,laki        lisenssi,lupa,lupakirja
juridiikka,laki        lisätestamentti,testamentinliite
juridiikka,laki        lisätä asiakirja luetteloon<unconfirmed/>
juridiikka,laki        lisätä tapaus luetteloon<unconfirmed/>
juridiikka,laki        lopullinen
juridiikka,laki        loukata
juridiikka,laki        luopuminen<approximate/>
juridiikka,laki        luottamussuhde
juridiikka,laki        luottamussuhde
juridiikka,laki        luottamussuhde<unconfirmed/>
juridiikka,laki        luovutettavissa oleva,luovutuskelpoinen,myytävissä oleva,siirrettävissä oleva,siirtokelpoinen
juridiikka,laki        luovuttaa
juridiikka,laki        luovuttaa,myöntää,valtuuttaa
juridiikka,laki        luovuttaja
juridiikka,laki        luovuttaja,maksuosoituksen antaja,siirtäjä,valtuuttaja
juridiikka,laki        luovutuksensaaja,siirronsaaja
juridiikka,laki        luovutuskirja
juridiikka,laki        luovutuskirjoja laativa notaari
juridiikka,laki        luovutus,siirtäminen,vieroittaminen
juridiikka,laki        lupa,mandaatti,valtakirja,valtuutus
juridiikka,laki        lykkäys
juridiikka,laki        lykkäys
juridiikka,laki        lykkäys<broader/>
juridiikka,laki        lykkäävä väite
juridiikka,laki        läänityskirja
juridiikka,laki        maanpetostuomio<unconfirmed/>
juridiikka,laki        maatilalaki
juridiikka,laki        maatilalaki<unconfirmed/>
juridiikka,laki        mahdollisuuksien tasa-arvo,tasa-arvo
juridiikka,laki        maksaa takuu
juridiikka,laki        materiaali-<approximate/><note>lainsäädäntö</note>,oleellinen
juridiikka,laki        menettelyoikeudellinen,menettelytapaa koskeva,muodollinen,proseduuri-,prosessuaalinen,toiminto-
juridiikka,laki        merenkulkuoikeus,merilaki,merioikeus
juridiikka,laki        mielipide,päätös
juridiikka,laki        mitätön,pätemätön
juridiikka,laki        murhatuomio
juridiikka,laki        muutettavissa oleva,muuttuva
juridiikka,laki        muutoksenhaku,valitus
juridiikka,laki        myötävaikutus,myötävaikutus vahinkoon
juridiikka,laki        määrittää isyys
juridiikka,laki        määräraha-aloite
juridiikka,laki        määräys<broader/>
juridiikka,laki        määräys<broader/>
juridiikka,laki        määräys<broader/>,määräyskirje
juridiikka,laki        nautinta
juridiikka,laki        neljännesvuosikäräjät
juridiikka,laki        neljästoista lisäys
juridiikka,laki        neuvonantajan ja hänen asiakkaansa luottamuksellinen suhde
juridiikka,laki        neuvottelu<approximate/>
juridiikka,laki        nimellinen vahingonkorvaus
juridiikka,laki        nolata
juridiikka,laki        nuoren tekemä rikos
juridiikka,laki        näyttää,näyttää toteen,olla todisteena,osoittaa,todistaa
juridiikka,laki        objektiivinen arviointi
juridiikka,laki        odotusoikeus
juridiikka,laki        oikeaksitodistaja,todistaja
juridiikka,laki        oikeaksi todistus,verifikaatio
juridiikka,laki        oikeudellinen arvio
juridiikka,laki        oikeudellinen johtopäätös
juridiikka,laki        oikeudellinen toimenpide,oikeudenkäynti,oikeustoimi,prosessi
juridiikka,laki        oikeudellinen valta,tuomiovalta
juridiikka,laki        oikeudenkäynti
juridiikka,laki        oikeudenkäyntikulut<unconfirmed/>
juridiikka,laki        oikeudenkäynti,oikeudenkäyntiprosessi,prosessi
juridiikka,laki        oikeuden halventaminen
juridiikka,laki        oikeuden halventaminen
juridiikka,laki        oikeuden määräyksen noudattamatta jättäminen
juridiikka,laki        oikeuden määräys,tuomioistuimen määräys
juridiikka,laki        oikeuden vastustaminen
juridiikka,laki        oikeuden ystävän muistio
juridiikka,laki        oikeuden ystävä,tuomioistuimen ystävä,ulkopuolinen asiantuntija
juridiikka,laki        oikeusasema
juridiikka,laki        oikeusistuin<broader/>
juridiikka,laki        oikeusistuin<broader/>
juridiikka,laki        oikeusjärjestelmä
juridiikka,laki        oikeuskäsittely
juridiikka,laki        oikeusmääräys
juridiikka,laki        oikeusohje
juridiikka,laki        oikeusperiaate
juridiikka,laki        oikeussali
juridiikka,laki        oikeussuhde
juridiikka,laki        oikeustalo
juridiikka,laki        oikeustoimikelpoisuuden ratkaiseva oikeuskäsittely
juridiikka,laki        oikeusturva
juridiikka,laki        oikeus asianajajaan
juridiikka,laki        oikeus kieltäytyä todistamasta itseään vastaan<unconfirmed/>
juridiikka,laki        oikeus kohdata syyttäjänsä
juridiikka,laki        oikeus oikeusturvaan
juridiikka,laki        oikeus olla joutumatta syytetyksi kahdesti samasta rikoksesta<unconfirmed/>
juridiikka,laki        oikeus olla turvassa etsinnöiltä ja takavarikoinneilta<unconfirmed/>
juridiikka,laki        oikeus,äänioikeuden myöntäminen,äänioikeus
juridiikka,laki        oikeutus
juridiikka,laki        olettamus
juridiikka,laki        omaisuuden palautuminen valtiolle
juridiikka,laki        omistaja
juridiikka,laki        omistustodistus
juridiikka,laki        osakkuus,osuus,sijoitus
juridiikka,laki        osoittaa oikeaksi
juridiikka,laki        painovapautta rajoittava laki
juridiikka,laki        pakkolunastusoikeus
juridiikka,laki        palauttaminen,palautus
juridiikka,laki        palautuva
juridiikka,laki        palkanpidätys
juridiikka,laki        paloturvallisuussäännökset
juridiikka,laki        pankin ja tallettajan suhde
juridiikka,laki        panna linnaan,panna muurien sisään,panna telkien taakse,panna vankilaan,sulkea vankilaan,vangita
juridiikka,laki        passi
juridiikka,laki        patenttijärjestelmä
juridiikka,laki        patenttioikeus
juridiikka,laki        patronaattioikeus
juridiikka,laki        periaatteiden selvitys,perusteet,toimintaperiaate
juridiikka,laki        perijä
juridiikka,laki        perijäksi määrääminen
juridiikka,laki        perintö
juridiikka,laki        perintökalu<unconfirmed/>
juridiikka,laki        perintöoikeus
juridiikka,laki        perintö<broader/>
juridiikka,laki        perustuslaki
juridiikka,laki        perustuslaki<unconfirmed/>
juridiikka,laki        perätön oikeudenkäynti<unconfirmed/>
juridiikka,laki        pesänhoitaja,selvitysmies
juridiikka,laki        pesänjakajan vastuu<unconfirmed/>
juridiikka,laki        petos
juridiikka,laki        pidätyksen vastustaminen
juridiikka,laki        pidätysmääräys
juridiikka,laki        pieni valamiehistö
juridiikka,laki        pikakäräjät<approximate/>
juridiikka,laki        poikkeus
juridiikka,laki        poissulkeminen
juridiikka,laki        poliisituomioistuin
juridiikka,laki        positiivinen puolustus<unconfirmed/>
juridiikka,laki        presidentti
juridiikka,laki        puolueeton oikeudenkäynti
juridiikka,laki        puolustusasianajaja
juridiikka,laki        puolustusasianajaja
juridiikka,laki        puolustusasianajaja<broader/>
juridiikka,laki        puolustus,vastaus
juridiikka,laki        puutteellinen vastaaminen
juridiikka,laki        pysyttäminen,vahvistaminen
juridiikka,laki        päätös
juridiikka,laki        päätös,tuomio
juridiikka,laki        quo warranto
juridiikka,laki        raiskaustuomio
juridiikka,laki        rakennusjärjestys,rakennusmääräykset
juridiikka,laki        rangaistuksen lievennys,tuomion muuttaminen
juridiikka,laki        rangaistuksen muuntamismääräys
juridiikka,laki        rasiteoikeus
juridiikka,laki        rauhantuomari
juridiikka,laki        rekisteröity parisuhde<approximate/>,siviiliavioliitto
juridiikka,laki        res gestae
juridiikka,laki        revisio
juridiikka,laki        right of election
juridiikka,laki        right of entry
juridiikka,laki        right of offset
juridiikka,laki        right of re-entry
juridiikka,laki        right to speedy and public trial by jury
juridiikka,laki        riistalaki
juridiikka,laki        riita-asia
juridiikka,laki        riittävät perusteet
juridiikka,laki        rikkomus,siviilirikkomus,vahingoittaminen,vahingonteko
juridiikka,laki        rikokseen yllyttäminen<approximate/>
juridiikka,laki        rikoksen tunnusmerkistö
juridiikka,laki        rikollinen hallussapito
juridiikka,laki        rikosjuttu
juridiikka,laki        rikoslaki
juridiikka,laki        rikosoikeus
juridiikka,laki        rinnakkainen tuottamus<unconfirmed/>
juridiikka,laki        ristikuulustelu
juridiikka,laki        ryhmäkanne,yhteiskanne
juridiikka,laki        ryöstötuomio
juridiikka,laki        saada vapaaksi
juridiikka,laki        sakkolappu
juridiikka,laki        samansuuntainen mielipide<unconfirmed/>
juridiikka,laki        scire facias
juridiikka,laki        seksirikos,seksuaalinen ahdistelu,seksuaalinen hyväksikäyttö,seksuaalirikos,sukupuolinen hyväksikäyttö,sukupuolirikos
juridiikka,laki        selkäperillinen
juridiikka,laki        senaatin advice and consent -veto-oikeus
juridiikka,laki        siirtoasiakirja<approximate/>
juridiikka,laki        silmien ummistaminen,sormien läpi katsominen,äänetön hyväksyminen
juridiikka,laki        siviilioikeus
juridiikka,laki        sopimusehdot<approximate/>
juridiikka,laki        sopimuspuoli
juridiikka,laki        sotalaki,sotatilalaki
juridiikka,laki        sotaoikeus
juridiikka,laki        sotaoikeus
juridiikka,laki        sotatuomioistuin
juridiikka,laki        sovintomenettely,sovittelu,välitys
juridiikka,laki        spesifikaatio
juridiikka,laki        subornation of perjury
juridiikka,laki        subpoena duces tecum
juridiikka,laki        subrogaatio
juridiikka,laki        summaarinen tuomio
juridiikka,laki        suojeluksessa oleva,suojeluksessa<idiomatic_pos/>
juridiikka,laki        suora todiste,välitön todiste
juridiikka,laki        suosia<approximate/><note>preferred creditor = etuoikeutettu velkoja</note>
juridiikka,laki        suostumusratkaisu<unconfirmed/>
juridiikka,laki        suukapulamääräys
juridiikka,laki        suullinen valmistelu
juridiikka,laki        suuri valamiehistö
juridiikka,laki        syytekohta,väite<note>todistamaton</note>
juridiikka,laki        syytelista<unconfirmed/>
juridiikka,laki        syytettä koskeva sopimus
juridiikka,laki        syytetyn aitio,syytetyn penkki
juridiikka,laki        syytteeseenpano,syyttäminen
juridiikka,laki        syyttäjän todisteet
juridiikka,laki        syyttäjä,syyttäjäasianajaja,virallinen syyttäjä,viskaali,yleinen syyttäjä
juridiikka,laki        säännös
juridiikka,laki        taannehtivuus
juridiikka,laki        tahallisesti
juridiikka,laki        tahallisuus
juridiikka,laki        tahallisuus
juridiikka,laki        takauksen asettaminen,vakuuden asettaminen
juridiikka,laki        takavarikkomääräys
juridiikka,laki        takavarikko,takavarikkoon ottaminen,takavarikkoonotto,takavarikkoonpano,takavarikkotoimenpide,takavarikoiminen,takavarikointi,ulosmittaus,ulosotto
juridiikka,laki        takavarikointimääräys<unconfirmed/>
juridiikka,laki        takuu,takuumaksu
juridiikka,laki        tapaamisoikeus
juridiikka,laki        tapaturmatappo
juridiikka,laki        tarpeeton käräjöinti
juridiikka,laki        tartunta<approximate/>
juridiikka,laki        tehdä syytettä koskeva sopimus
juridiikka,laki        tehdä vastakanne
juridiikka,laki        tehdä väite
juridiikka,laki        testamentin tehnyt
juridiikka,laki        testamentin vahvistus,vahvistettu testamentti
juridiikka,laki        testamentiton
juridiikka,laki        testamenttaus
juridiikka,laki        testamentti,viimeinen tahto
juridiikka,laki        testamentti<unconfirmed/>
juridiikka,laki        tieteellisen kokeen toistaminen
juridiikka,laki        todistaa
juridiikka,laki        todistaja
juridiikka,laki        todistaja
juridiikka,laki        todistajanlausunto,todistus
juridiikka,laki        todistajan kuuleminen<broader/>
juridiikka,laki        todistajan nimenneen osapuolen suorittama kuulustelu
juridiikka,laki        todisteellinen,todistus-
juridiikka,laki        todistelusääntö
juridiikka,laki        todistus
juridiikka,laki        todistus<broader/>
juridiikka,laki        toimitsijamiehen ja velkojan suhde<unconfirmed/>
juridiikka,laki        toisen käden tietoon perustuva todistus
juridiikka,laki        toissijainen
juridiikka,laki        tosiasiallinen hallussapito
juridiikka,laki        tuhlaaminen,tuhlaaminen<broader/>
juridiikka,laki        tukioikeus
juridiikka,laki        tulkinnallinen omistus<unconfirmed/>
juridiikka,laki        tuloksettomaksi jäänyt oikeudenkäynti
juridiikka,laki        tuomarikunta,tuomarit,tuomioistuin
juridiikka,laki        tuomarin sanelema valamiehistön päätös
juridiikka,laki        tuomari<broader/>
juridiikka,laki        tuomiokunta,tuomiopiiri
juridiikka,laki        tuomio<unconfirmed/>
juridiikka,laki        tuomita
juridiikka,laki        tuomita uudelleen
juridiikka,laki        tutkintotuomari
juridiikka,laki        työturvallisuuslaki
juridiikka,laki        täten
juridiikka,laki        täysi-ikäinen
juridiikka,laki        täytäntöönpano,täytäntöönpanomääräys
juridiikka,laki        ulkonaliikkumiskielto
juridiikka,laki        ulosottomääräys
juridiikka,laki        ultra vires
juridiikka,laki        uskonnonvapaus,uskonvapaus
juridiikka,laki        uskottu mies
juridiikka,laki        uudelleenkäsittely
juridiikka,laki        uudistaminen
juridiikka,laki        vaalimääräys
juridiikka,laki        vaalioikeus,äänioikeus,äänivalta
juridiikka,laki        vaalitapa,äänestysjärjestelmä
juridiikka,laki        vahinkoa kärsineen myötävaikutuksen huomioon ottaminen vahingonkorvausta määrättäessä
juridiikka,laki        vahvistava todistus
juridiikka,laki        vaihtoehtoinen asianajo<unconfirmed/>,vaihtoehtoinen puolustaminen<unconfirmed/>
juridiikka,laki        vaimo
juridiikka,laki        vakinainen tuomari
juridiikka,laki        valaehtoinen lausunto
juridiikka,laki        valaehtoinen todistus,valalla vahvistettu kirjallinen todistus
juridiikka,laki        valamiehistö
juridiikka,laki        valamiehistö<broader/>
juridiikka,laki        valamieslaitos
juridiikka,laki        vallassa<idiomatic_pos/>
juridiikka,laki        valtakirja,valtuutus
juridiikka,laki        valtalait<unconfirmed/>
juridiikka,laki        valtuuslaki,valtuutuslaki
juridiikka,laki        valtuutettu
juridiikka,laki        valtuuttaa<approximate/>
juridiikka,laki        valvoa
juridiikka,laki        valvoa
juridiikka,laki        vangitseminen
juridiikka,laki        vanhentuminen
juridiikka,laki        vanhentumissääntö
juridiikka,laki        vapaus julman tai epätavallisen rangaistuksen langettamisesta<unconfirmed/>
juridiikka,laki        vapaus orjuudesta ja pakollisesta palvelussuhteesta<unconfirmed/>
juridiikka,laki        vapaus syrjinnästä<unconfirmed/>
juridiikka,laki        vapauttava tuomio
juridiikka,laki        vapautus
juridiikka,laki        varojen pakkosiirto
juridiikka,laki        vastakanne
juridiikka,laki        vastakanne
juridiikka,laki        vastalause
juridiikka,laki        vastalause
juridiikka,laki        vastata
juridiikka,laki        vastata<approximate/>
juridiikka,laki        vastaus
juridiikka,laki        vastaus
juridiikka,laki        vastaväite
juridiikka,laki        vastaväite
juridiikka,laki        vastaväite,väite
juridiikka,laki        velkasitoumus
juridiikka,laki        velvoite
juridiikka,laki        velvoittaa<note>tekemään jtak</note>
juridiikka,laki        velvollisuuksien laiminlyönti
juridiikka,laki        venire facias<approximate/>
juridiikka,laki        verolaki
juridiikka,laki        verotusjärjestelmä
juridiikka,laki        vetoomus
juridiikka,laki        viides lisäys
juridiikka,laki        virallinen asiakirja
juridiikka,laki        virantoimitus
juridiikka,laki        vireilläolo
juridiikka,laki        virkamies<broader/>
juridiikka,laki        voimassaolo
juridiikka,laki        väite
juridiikka,laki        väite
juridiikka,laki        väliaikainen kieltomääräys
juridiikka,laki        väliintulo
juridiikka,laki        välimies,välitystuomari
juridiikka,laki        välipuolue<unconfirmed/>
juridiikka,laki        välttelevä vastaus
juridiikka,laki        väärä tuomio<unconfirmed/>
juridiikka,laki        väärä vala<broader/>
juridiikka,laki        yhdeksästoista lisäys
juridiikka,laki        yhteenveto
juridiikka,laki        yhteispäätös<approximate/>
juridiikka,laki        yhtiötoveruus
juridiikka,laki        yhtäläinen oikeussuoja
juridiikka,laki        yksipuolinen luovutuskirja
juridiikka,laki        yksipuolinen tuomio
juridiikka,laki        yksipuolinen tuomio
juridiikka,laki        yksityisyysoikeus
juridiikka,laki        ylempi oikeusaste
jus civile,roomalainen oikeus,siviilioikeus        päätös,ratkaisu<unconfirmed/>
jus civile,roomalainen oikeus,siviilioikeus        uudistaa
jus civile,roomalainen oikeus,siviilioikeus        vaatia<unconfirmed/>
juutalaisuus        Av-kuukauden paasto,Av-kuukauden yhdeksäs päivä,Tisha b'Ab,Tisha b'Av,Tishah b'Ab,Tishah b'Av
juutalaisuus        Cabala,Cabbala,Cabbalah,Kabala,Kabbala,Kabbalah,Qabbala,Qabbalah
juutalaisuus        Cabalism,Kabbalism
juutalaisuus        Esikoisten paasto
juutalaisuus        Esterin paasto
juutalaisuus        Gedaljan paasto
juutalaisuus        Golem
juutalaisuus        Hallel
juutalaisuus        Lag b'Omer
juutalaisuus        Megillah
juutalaisuus        Midrash,Midras
juutalaisuus        Purim
juutalaisuus        Ros hasana,juutalainen uusivuosi
juutalaisuus        Ros hodes,Ros hodes
juutalaisuus        Seder,juhlapäivällinen
juutalaisuus        Simhat Tora,Tooran ilojuhla
juutalaisuus        Talmud-kirjallisuus
juutalaisuus        Tammuz-paasto
juutalaisuus        Tevet-paasto
juutalaisuus        alija
juutalaisuus        alijah<unconfirmed/>
juutalaisuus        bar mitsva
juutalaisuus        bat mitsva
juutalaisuus        blintz,blintze
juutalaisuus        chale-leipä,challah-leipä
juutalaisuus        dibbuk,dybbuk
juutalaisuus        ei-kosher-,epäpuhdas<broader/>
juutalaisuus        fylakteerio,raamatunlausekotelo,tefilim,tefillin
juutalaisuus        hanukka
juutalaisuus        happamattoman leivän juhla,pesah,pääsiäinen
juutalaisuus        helluntai,viikkojen juhla,Savuot
juutalaisuus        heprealainen kalenteri,juutalainen kalenteri
juutalaisuus        ilmestysmaja,tabernaakkeli
juutalaisuus        jom kippur,syntien sovituksen päivä
juutalaisuus        juutalainen ruisleipä<approximate/>
juutalaisuus        kabbalisti
juutalaisuus        kaikkein pyhin<idiomatic_pos/>,sanctum sanctorum
juutalaisuus        kishke,täytetty derma<approximate/>
juutalaisuus        koser,puhdas
juutalaisuus        lehtimajajuhla,sukkot
juutalaisuus        liiton arkki,liitonarkku
juutalaisuus        menora
juutalaisuus        menorah
juutalaisuus        mikva
juutalaisuus        mitzvah
juutalaisuus        mitzvah
juutalaisuus        rukousliina,tallit,tallith
juutalaisuus        sabbataari,sabbatisti,sapattilainen
juutalaisuus        synagoga,tabernaakkeli,temppeli
juutalaisuus        toora
juutalaisuus        siva
jäkälä,sieni        immunologinen vaste,immuunireaktio,immuunivaste
jäkälä,sieni        suomu<approximate/>
järjestäytynyt uskonto,usko,uskonto        ajaa ulos,manata pois
järjestäytynyt uskonto,usko,uskonto        armahtaa,lunastaa,pelastaa,vapahtaa,vapauttaa
järjestäytynyt uskonto,usko,uskonto        julistaa pyhimykseksi,julistaa pyhäksi,kanonisoida,kanonistaa
järjestäytynyt uskonto,usko,uskonto        konfirmoida
järjestäytynyt uskonto,usko,uskonto        tehdä sopimus
järvi        järvi-
järvi        rannikko,ranta
järvi        vesialue,vesistö
jääkiekko,kiekko,kiekkopeli,lätkä        aloitus
jääkiekko,kiekko,kiekkopeli,lätkä        erä
jääkiekko,kiekko,kiekkopeli,lätkä        hattutemppu
jääkiekko,kiekko,kiekkopeli,lätkä        jäähyaitio,rangaistusaitio
jääkiekko,kiekko,kiekkopeli,lätkä        jääkiekkomaila<narrower/>,maila
jääkiekko,kiekko,kiekkopeli,lätkä        keskushyökkääjä
jääkiekko,kiekko,kiekkopeli,lätkä        maalisyöttö<approximate/>,syöttö
jääkiekko,kiekko,kiekkopeli,lätkä        pelirangaistus
jääkiekko,kiekko,kiekkopeli,lätkä        pitkä kiekko
jääkiekko,kiekko,kiekkopeli,lätkä        ylivoima,ylivoimapeli
kaivostoiminta,louhinta        avolouhinta-,avolouhos-
kaivostoiminta,louhinta        huuhtoa
kaivostoiminta,louhinta        huuhtoa
kaivostoiminta,louhinta        kaivaa
kaivostoiminta,louhinta        kaivaa,louhia
kaivostoiminta,louhinta        kaivoskäytävä,perä
kaivostoiminta,louhinta        kuutiosyli
kaivostoiminta,louhinta        louhia
