2. maailmansota,II maailmansota,toinen maailmansota        Vapaa Ranska
kaivostoiminta,louhinta        louhia avolouhoksesta
kaivostoiminta,louhinta        murentaa
kaivostoiminta,louhinta        porausaukko,porauskuilu,porausreikä
kalastus,urheilukalastus        nappaaminen,nykäisy,syöminen,tarttuminen syöttiin
kanoninen oikeus,kirkko-oikeus        este
kansanperinne        Golem
kansanperinne        Oberson
kansanperinne        Titania
kansanperinne        banshee
kansanperinne        dibbuk,dybbuk
kansanperinne        haltia,haltija,keiju,keijukainen,maahinen,menninkäinen,peikko,tonttu
kansanperinne        ihmissudeksi muuttuminen
kansanperinne        jättiläinen
kansanperinne        kelppi<approximate/>,vesihenki<approximate/>,vetehishevonen
kansanperinne        lamia,vampyyri,verenimijä
kansanperinne        menninkäinen,peikko,tonttu
kansanperinne        peikko,trolli
kansanperinne        peri
kansantarina,kansantaru        lentävä matto
kaoliini,posliinisavi,terra alba        taidepaperi
karjanhoito,karjatalous        astua,siittää
karjanhoito,karjatalous        hankkia kaloja
karjanhoito,karjatalous        hankkia karjaa
karjanhoito,karjatalous        hankkia täydennystä
karjanhoito,karjatalous        hedelmöittää,siittää
karjanhoito,karjatalous        hokittaa<unconfirmed/>
karjanhoito,karjatalous        iestää
karjanhoito,karjatalous        istuttaa
karjanhoito,karjatalous        liittyä
karjanhoito,karjatalous        liittää
karjanhoito,karjatalous        pitää tallissa
karjanhoito,karjatalous        poistaa ikeet
karjanhoito,karjatalous        riisua valjaista
karjanhoito,karjatalous        riisua valjaista
karjanhoito,karjatalous        valjastaa
karjanhoito,karjatalous        valjastaa<broader/>
karja        kantaa,ruokkia
kasvi        ainavihanta,ikivihreä
kasvi        amfitrooppinen<unconfirmed/>
kasvi        anatrooppinen,käänteinen
kasvi        apokarppinen
kasvi        arka,hento
kasvi        caespitose<unconfirmed/><note>mätäskasvi?</note>,cespitose<unconfirmed/>,tufted<unconfirmed/>
kasvi        campylotropous<unconfirmed/>
kasvi        emäksistä maata suosiva
kasvi        epiphytotic
kasvi        floora,kasvillisuus,kasvisto
kasvi        fotosynteesi,yhteyttäminen
kasvi        fytoterapia,kasvilääkintä
kasvi        hapanta maata suosiva
kasvi        hyönteisiä syövä,hyönteissyöjä
kasvi        kaksisirkkainen
kasvi        karkeakarvainen<unconfirmed/>
kasvi        kasvaa yhteen
kasvi        kaulata,puristaa,vaimentaa<unconfirmed/>
kasvi        kesävihanta,lehtensä pudottava,vuosittain lehtensä varistava
kasvi        kiertokulku
kasvi        kolhia
kasvi        kookapensaan lehdet
kasvi        lepänruoste
kasvi        lihaa syövä,lihansyöjä-
kasvi        lisäännyttää
kasvi        loinen,parasiitti
kasvi        lyhytikäisyys<unconfirmed/>
kasvi        marinadi,mureuttaja<unconfirmed/>
kasvi        mikro-organismi,mikrobi
kasvi        nitrifikaatio
kasvi        norkko-,urpu-
kasvi        ortotrooppinen
kasvi        perennoiminen
kasvi        peroksidaasi
kasvi        pitkäjalkainen
kasvi        ryhmäkasvit<idiomatic_pos/>
kasvi        ryhmä-<unconfirmed/>,ryhmässä kasvava<unconfirmed/>
kasvi        saprofyyttinen
kasvi        sarainen
kasvi        sopeuttaa<approximate/>,viljellä<approximate/>
kasvi        sukupuuttoon kuolemassa oleva,uhanalainen
kasvi        sulkahaiveninen
kasvi        suomu<approximate/>
kasvi        synkarppinen
kasvi        talvipeitteen vaativa
kasvi        tehdä värittömäksi riistämällä valo
kasvi        terttu-
kasvi        uhanalainen
kasvi        vaalea,väritön
kasvi        villakarvainen
kasvi        yksisirkkainen
kaupallisuus,kaupankäynti,kauppa        ansaita
kaupallisuus,kaupankäynti,kauppa        ansaita
kaupallisuus,kaupankäynti,kauppa        arbitroida
kaupallisuus,kaupankäynti,kauppa        diilata,myydä
kaupallisuus,kaupankäynti,kauppa        erääntymisaika,maksuaika
kaupallisuus,kaupankäynti,kauppa        hakea
kaupallisuus,kaupankäynti,kauppa        hankkia varastoon
kaupallisuus,kaupankäynti,kauppa        harjoittaa<note>asia</note><note>liiketoimintaa</note>,suorittaa<note>asia</note><note>liiketoimintaa</note>,toimittaa<note>asia</note><note>liiketoimintaa</note>
kaupallisuus,kaupankäynti,kauppa        huijata ostamaan,myydä väkisin,tyrkyttää
kaupallisuus,kaupankäynti,kauppa        huutokaupata,meklaroida,myydä huutokaupalla,pitää huutokauppaa,toimia meklarina huutokaupassa
kaupallisuus,kaupankäynti,kauppa        jälleenmyydä
kaupallisuus,kaupankäynti,kauppa        kanittaa,pantata
kaupallisuus,kaupankäynti,kauppa        katsella,kierrellä,käydä ostoksilla,selailla,shoppailla
kaupallisuus,kaupankäynti,kauppa        kaupallistaa,markkinoida
kaupallisuus,kaupankäynti,kauppa        kaupata
kaupallisuus,kaupankäynti,kauppa        kaupata,markkinoida
kaupallisuus,kaupankäynti,kauppa        käydä kaupassa,käydä ostoksilla
kaupallisuus,kaupankäynti,kauppa        käydä kauppaa
kaupallisuus,kaupankäynti,kauppa        käydä kauppaa,myydä
kaupallisuus,kaupankäynti,kauppa        käydä vaihtokauppaa,vaihtaa
kaupallisuus,kaupankäynti,kauppa        lainata
kaupallisuus,kaupankäynti,kauppa        markkinoida
kaupallisuus,kaupankäynti,kauppa        markkinoida
kaupallisuus,kaupankäynti,kauppa        muuttaa rahaksi,realisoida
kaupallisuus,kaupankäynti,kauppa        myydä
kaupallisuus,kaupankäynti,kauppa        myydä alennuksella
kaupallisuus,kaupankäynti,kauppa        myydä kokoelmasta
kaupallisuus,kaupankäynti,kauppa        myydä loppuun
kaupallisuus,kaupankäynti,kauppa        myydä tukuttain
kaupallisuus,kaupankäynti,kauppa        myydä vähittäin
kaupallisuus,kaupankäynti,kauppa        myydä vähittäin
kaupallisuus,kaupankäynti,kauppa        myydä,myydä loppuun,myydä pois
kaupallisuus,kaupankäynti,kauppa        myydä<broader/>
kaupallisuus,kaupankäynti,kauppa        myöntää toimilupa
kaupallisuus,kaupankäynti,kauppa        neuvotella
kaupallisuus,kaupankäynti,kauppa        ostaa
kaupallisuus,kaupankäynti,kauppa        ostaa
kaupallisuus,kaupankäynti,kauppa        ostaa markkinoilla
kaupallisuus,kaupankäynti,kauppa        ostella antiikkia
kaupallisuus,kaupankäynti,kauppa        ottaa
kaupallisuus,kaupankäynti,kauppa        salakuljettaa
kaupallisuus,kaupankäynti,kauppa        tehdä heräteostoksia
kaupallisuus,kaupankäynti,kauppa        tehdä kauppaa
kaupallisuus,kaupankäynti,kauppa        tehdä vaihtokauppa
kaupallisuus,kaupankäynti,kauppa        tuoda maahan
kaupallisuus,kaupankäynti,kauppa        verrata hintoja
kaupallisuus,kaupankäynti,kauppa        viedä
kaupankäynti,kauppa,liiketoiminta        suojella
keijukaissatu        Ritari Siniparta,Siniparta
keilaaminen,keilailu,keilapeli        vierittää
keilaaminen,keilaus        aukko
keilapeli        antaa maalipotku
keilapeli        tasku
kemiallinen analyysi,kvalitatiivinen analyysi        taara
kemia        Arrheniuksen teoria elektrolyyttien hajaantumisesta,elektrolyyttien hajaantumisteoria<unconfirmed/>,teoria dissosioitumisesta,teoria elektrolyyttien dissosioitumisesta,teoria hajaantumisesta
kemia        Daltonin laki,Daltonin osapainelaki,kerrannaisten painosuhteiden laki
kemia        Daltonin laki,Daltonin osapainelaki,osapaineita koskeva Daltonin laki,osapaineita koskeva sääntö
kemia        Henryn laki
kemia        Mendelejevin laki,periodilaki
kemia        Ostwaldin indikaattoriteoria,indikaattoriteoria
kemia        absorboitua
kemia        absorboituminen,absorptio,itseensä imeminen
kemia        abundanssi,runsaussuhde
kemia        adsorboida,adsorboitua,imeytyä pintaan,sitoa pintaan
kemia        akseptori
kemia        aktinidien sarja
kemia        alkalinen,emäksinen
kemia        alkalinen,emäksinen
kemia        alkalisoida,muuttua emäksiseksi
kemia        alkuaineiden jaksollinen järjestelmä,jaksollinen järjestelmä
kemia        alkyyli-,alkyylinen
kemia        allomerismi
kemia        allyyli-,allyylinen
kemia        amfiproottinen,amfoteerinen
kemia        ammonifioida
kemia        aromaattinen
kemia        asetyloida
kemia        asetyloida
kemia        assosiointi
kemia        asyklinen,avoketjuinen
kemia        atomi
kemia        atomimassa,atomin massa,atomipaino,suhteellinen atomimassa
kemia        atomismi,atomiteoria
kemia        atomi<approximate/>
kemia        atsidi
kemia        bentsyyli-,bentsyylinen
kemia        bivalenssinen,bivalenttinen,kaksiarvoinen,kaksivalenssinen,kaksivalenttinen
kemia        butyloida
kemia        demineralisoida,poistaa suolat
kemia        denitrifioida
kemia        desorboida
kemia        desorboitua
kemia        dimorfismi
kemia        dissosiaatio,jakautuminen
kemia        dissosioitua,hajaantua,hajota
kemia        eetteri-
kemia        ei-kriittinen
kemia        ekstrahoida,tislata,uuttaa
kemia        elektrolyysi
kemia        elektronegatiivisuus,negatiivisuus
kemia        elohopea-,elohopeamainen
kemia        emulsio,maidos
kemia        epäorgaaninen
kemia        erottaa
kemia        esieristää
kemia        esteröidä
kemia        estää,rajoittaa
kemia        fenoli-
kemia        fluorattu hiilivety
kemia        formyyli<unconfirmed/><note>kirjoitusvirhe?</note>
kemia        fullereeni,pallohiili
kemia        hajota<broader/>,katabolisoitua<unconfirmed/>
kemia        hajottaa
kemia        hajottaminen
kemia        hapan
kemia        hapan
kemia        hapettaa
kemia        happamoittaa,happamoitua,tehdä happamaksi
kemia        happoluku
kemia        helposti haihtuva,räjähdysherkkä
kemia        herkistin
kemia        hiilittää,hiillyttää,hiiltää
kemia        huuhdella,puhdistaa
kemia        hydrofiilinen
kemia        hydrofobinen
kemia        höyrystää
kemia        imeytyminen
kemia        imeytyä,imeä sisäänsä
kemia        indifferentti,inertti,neutraali,reagoimaton
kemia        indikaattori
kemia        isomeroida
kemia        isomeroitua
kemia        jakaantumislaki
kemia        jakotislata
kemia        jakotislata
kemia        jalostaa
kemia        jalostaa
kemia        jodia poistava
kemia        jodia sisältävä<unconfirmed/>
kemia        jodioida
kemia        kakodyyli-
kemia        karboksyloida
kemia        karboksyyli-
kemia        karbonyyli-
kemia        karbosyklinen
kemia        katalysaattori,katalyytti
kemia        katalysoida
kemia        kehittää
kemia        keittää pontikkaa
kemia        kelluva
kemia        kemiallinen ilmiö
kemia        kemiallinen ketju,ketju
kemia        kemiallinen menetelmä,kemiallinen prosessi,kemialliset prosessit
kemia        kemiallinen reaktio,reaktio
kemia        kemiallinen ryhmä,radikaali,ryhmä
kemia        kemiallinen tasapaino,tasapainolaki
kemia        kemiallinen yhdiste,yhdiste
kemia        kemisti
kemia        keskeyttää uudelleen
kemia        kevyt
kemia        kidevesipitoinen,vesipitoinen
kemia        klatraatti-
kemia        koksiintua
kemia        kolmiarvoinen
kemia        konjugaatti-,konjugoitu
kemia        konjugoida
kemia        konjugoitu
kemia        kopolymeroida
kemia        korvausreaktio,syrjäytys,syrjäytysreaktio
kemia        korvautua
kemia        krakata
kemia        krakkautua
kemia        kriittinen
kemia        kulkeutuminen
kemia        kuumentaa<broader/>
kemia        kyllästymispiste
kemia        kyllästää
kemia        kyllästää<broader/>
kemia        käänteisosmoosi
kemia        käänteisten painosuhteiden laki<approximate/>,vastaavien painosuhteiden laki<approximate/>
kemia        laatia kaavan mukaan
kemia        laimentaa,ohentaa
kemia        lejeerata,seostaa
kemia        lipofiilinen,lipotrooppinen,rasvahakuinen
kemia        lisätä glyserolia<unconfirmed/>
kemia        lisätä,sekoittaa joukkoon
kemia        malmipitoinen
kemia        massavaikutuksen laki,massavaikutuslaki
kemia        menettää karboksyyli
kemia        molekyyli
kemia        molekyylipaino,suhteellinen molekyylimassa
kemia        moniarvoisuus
kemia        monimuotoinen,polymorfinen
kemia        monimuotoisuus,pleomorfismi,polymorfia
kemia        monivalenssinen,multivalentti
kemia        muuntaa
kemia        muuntaa elohopea harmaaksi jauheeksi<approximate/>
kemia        muuntua,muuttua
kemia        muuttaa alkaliseksi,muuttaa emäksiseksi
kemia        muuttaa alkemiallisesti,muuttaa alkemiallisesti<unconfirmed/>
kemia        muuttaa eetteriksi
kemia        muuttua alkaliseksi,muuttua emäksiseksi
kemia        muuttumattomien painosuhteiden laki
kemia        neliarvoinen,nelitehoinen
kemia        nitrata
kemia        olomuoto
kemia        orgaaninen
kemia        orgaaninen kemia
kemia        osmoosi
kemia        pH,pH-asteikko
kemia        palautuvasti
kemia        passiivinen
kemia        peitata
kemia        pelkistää,redusoida
kemia        pentavalentti,viisivalenssinen
kemia        peptisoida
kemia        pitkäketjuinen molekyyli,pitkäketjuinen<idiomatic_pos/>
kemia        poistaa glyserolista
kemia        poistaa karboksyyli
kemia        poistaa myrkky,tehdä myrkyttömäksi
kemia        poistaa<broader/>
kemia        polymeroida
kemia        polymeroitua
kemia        puhdistaa,sublimoida
kemia        puolisynteettinen,synteettinen,teko-
kemia        puskuri
kemia        päästää,vapauttaa
kemia        raskas
kemia        reagoida
kemia        reagoiva,reaktiokykyinen
kemia        rengas,suljettu ketju
kemia        rengas-
kemia        renkainen
kemia        reversiibeli
kemia        saattaa tasapainoon,tasapainottaa
kemia        saippuoida
kemia        saippuoitua
kemia        seostaa<approximate/>
kemia        sidottu
kemia        sisällyttää
kemia        sitoa
kemia        sitoa
kemia        solvatoida
kemia        solvatoitua
kemia        stoikiometria,stökiometria
kemia        sublimoida uudelleen
kemia        sublimoituminen
kemia        suspensoida
kemia        tasapainovakio
kemia        teknislaatuinen,teknistä laatua<idiomatic_pos/>
kemia        tislata
kemia        toiminta
kemia        transaminoida
kemia        tyydyttymätön,tyydyttämätön
kemia        tyydyttynyt
kemia        valenssi
kemia        valenssi-
kemia        vapaa
kemia        vastakatalyytti
kemia        vasteeton<approximate/>
kemia        vedetön
kemia        väkevöinti
kemia        yhdenarvoinen
kemia        yhdiste
kemia        yhdistää<broader/>
kemia        öljyhakuinen
kenttäpeli        potkaista ilmasta<unconfirmed/>
kenttäpeli        syöttäjä
kenttäpeli        syöttää
keramiikan valmistus,keramiikka        keramiikka,keramiikkaesine
keramiikan valmistus,keramiikka        lasitettu
keramiikan valmistus,keramiikka        lasittamaton
keskiaika,pimeä kausi        Cockaigne
keskiaika,pimeä kausi        Isolde
keskiaika,pimeä kausi        Oberson
keskiaika,pimeä kausi        Titania
keskiaika,pimeä kausi        Tristan,Tristram
keskiaika,pimeä kausi        aseenkantaja
keskiaika,pimeä kausi        helootti,maaorja
keskiaika,pimeä kausi        hihaton rautapaita,hihaton rengaspaita
keskiaika,pimeä kausi        kilpi
keskiaika,pimeä kausi        knight errantry<approximate/>
keskiaika,pimeä kausi        kuvitus,pienoiskuva
keskiaika,pimeä kausi        käsisuojus<approximate/>
keskiaika,pimeä kausi        neste,ruumiinneste
keskiaika,pimeä kausi        pfalzkreivi
keskiaika,pimeä kausi        quadrivium
keskiaika,pimeä kausi        rautapaita,rengashaarniska,rengaspaita,rengaspanssari,silmukkapanssari
keskiaika,pimeä kausi        ritarirakkaus
keskiaika,pimeä kausi        suoneniskentä
keskiaika,pimeä kausi        trivium
kidetiede,kristallografia        kuutiollinen
kidetiede,kristallografia        lehdekäs,lehtimäinen,teräinen
